query,query_type,config,variant,reference_model,faithfulness,answer_relevancy,similarity,llm_grade,reasoning_effort
"The section 327 offences in POCA 2002 apply to 'criminal property' — where in POCA is that term defined, and what two elements must be established to show that property qualifies as criminal?",cross_reference,dense_only,baseline,14b,0.0,0.8882321316248373,0.9361527562141418,0.0,
"The section 327 offences in POCA 2002 apply to 'criminal property' — where in POCA is that term defined, and what two elements must be established to show that property qualifies as criminal?",cross_reference,dense_only,baseline,72b,0.0,0.8882321316248373,0.9379845857620239,0.0,
"MLR 2017 regulation 3 defines 'money laundering' by reference to a specific POCA 2002 provision — which section, and what conduct does that provision describe as money laundering?",cross_reference,dense_only,baseline,14b,1.0,0.8401699650043581,0.8003524541854858,0.0,
"MLR 2017 regulation 3 defines 'money laundering' by reference to a specific POCA 2002 provision — which section, and what conduct does that provision describe as money laundering?",cross_reference,dense_only,baseline,72b,1.0,0.8401699650043581,0.899379312992096,0.0,
"Regulation 27(1)(c) of MLR 2017 requires a relevant person to apply CDD where it suspects money laundering — how is money laundering defined for the purposes of the Regulations, and where is that definition found?",cross_reference,dense_only,baseline,14b,0.0,0.6954653899258161,0.8773941993713379,0.0,
"Regulation 27(1)(c) of MLR 2017 requires a relevant person to apply CDD where it suspects money laundering — how is money laundering defined for the purposes of the Regulations, and where is that definition found?",cross_reference,dense_only,baseline,72b,0.0,0.6954653899258161,0.9074563980102539,0.0,
The failure-to-disclose offence in POCA 2002 section 330 applies where a person knows or suspects another is engaged in money laundering — how is 'money laundering' defined in section 340 for this purpose?,cross_reference,dense_only,baseline,14b,0.0,0.851019706938895,0.8385211229324341,0.0,
The failure-to-disclose offence in POCA 2002 section 330 applies where a person knows or suspects another is engaged in money laundering — how is 'money laundering' defined in section 340 for this purpose?,cross_reference,dense_only,baseline,72b,0.0,0.851019706938895,0.8175219893455505,0.0,
"MLR 2017 regulation 44 requires trustees to maintain records containing information specified in another regulation — which regulation prescribes that information, and what categories of beneficial owner data are required?",cross_reference,dense_only,baseline,14b,0.5,0.7011220669398796,0.7497473359107971,0.0,
"MLR 2017 regulation 44 requires trustees to maintain records containing information specified in another regulation — which regulation prescribes that information, and what categories of beneficial owner data are required?",cross_reference,dense_only,baseline,72b,0.5,0.7011220669398796,0.6908215880393982,0.0,
"Section 332 of POCA 2002 creates a failure-to-disclose offence for persons nominated to receive disclosures under sections 337 or 338 — what are the conditions of that offence, and how does it differ from the section 330 offence?",cross_reference,dense_only,baseline,14b,0.8181818181818182,0.8628444687282021,0.8499629497528076,0.0,
"Section 332 of POCA 2002 creates a failure-to-disclose offence for persons nominated to receive disclosures under sections 337 or 338 — what are the conditions of that offence, and how does it differ from the section 330 offence?",cross_reference,dense_only,baseline,72b,0.8181818181818182,0.8628444687282021,0.840222179889679,0.0,
"Under MLR 2017 regulation 4, at what point is an estate agent considered to have entered into a business relationship with a purchaser?",exact_anchor,sparse_only,baseline,14b,0.5,0.8412837814445454,0.8452106714248657,0.0,
"Under MLR 2017 regulation 4, at what point is an estate agent considered to have entered into a business relationship with a purchaser?",exact_anchor,sparse_only,baseline,72b,0.5,0.8412837814445454,0.8604205250740051,0.0,
"Under MLR 2017 regulation 27, in what circumstances is a relevant person required to apply customer due diligence measures?",exact_anchor,sparse_only,baseline,14b,1.0,0.9495995438723882,0.8144204616546631,0.0,
"Under MLR 2017 regulation 27, in what circumstances is a relevant person required to apply customer due diligence measures?",exact_anchor,sparse_only,baseline,72b,1.0,0.9495995438723882,0.8437554240226746,0.0,
"Under MLR 2017 regulation 29, when must a credit institution or financial institution identify the beneficiary of a long-term insurance policy?",exact_anchor,sparse_only,baseline,14b,1.0,0.62530457418395,0.6045021414756775,0.0,
"Under MLR 2017 regulation 29, when must a credit institution or financial institution identify the beneficiary of a long-term insurance policy?",exact_anchor,sparse_only,baseline,72b,1.0,0.62530457418395,0.5933746099472046,0.0,
What information must a credit institution gather about a third-country respondent institution under MLR 2017 regulation 34 before establishing a correspondent relationship?,exact_anchor,sparse_only,baseline,14b,1.0,0.6731778705265189,0.7797993421554565,0.0,
What information must a credit institution gather about a third-country respondent institution under MLR 2017 regulation 34 before establishing a correspondent relationship?,exact_anchor,sparse_only,baseline,72b,1.0,0.6731778705265189,0.7828065752983093,0.0,
What three conditions must all be satisfied for a person to commit the failure-to-disclose offence under section 330 of POCA 2002?,exact_anchor,sparse_only,baseline,14b,1.0,0.5816623965943549,0.7932301759719849,0.0,
What three conditions must all be satisfied for a person to commit the failure-to-disclose offence under section 330 of POCA 2002?,exact_anchor,sparse_only,baseline,72b,1.0,0.5816623965943549,0.8106191754341125,0.0,
"Under section 331 of POCA 2002, who specifically commits an offence by failing to disclose knowledge or suspicion of money laundering, and what are the conditions of that offence?",exact_anchor,sparse_only,baseline,14b,0.7777777777777778,0.5940867052197977,0.908939003944397,0.0,
"Under section 331 of POCA 2002, who specifically commits an offence by failing to disclose knowledge or suspicion of money laundering, and what are the conditions of that offence?",exact_anchor,sparse_only,baseline,72b,0.7777777777777778,0.5940867052197977,0.9254624843597412,0.0,
"How does section 335 of POCA 2002 define 'appropriate consent', and when is a person treated as having received it in the absence of an explicit response?",exact_anchor,sparse_only,baseline,14b,0.0,0.8844914512940191,0.4936060309410095,0.0,
"How does section 335 of POCA 2002 define 'appropriate consent', and when is a person treated as having received it in the absence of an explicit response?",exact_anchor,sparse_only,baseline,72b,0.0,0.8844914512940191,0.4427315592765808,0.0,
"Under section 336 of POCA 2002, what conditions must be satisfied before a nominated officer may give appropriate consent to a prohibited act?",exact_anchor,sparse_only,baseline,14b,1.0,0.9945935633106199,0.8209505081176758,0.0,
"Under section 336 of POCA 2002, what conditions must be satisfied before a nominated officer may give appropriate consent to a prohibited act?",exact_anchor,sparse_only,baseline,72b,1.0,0.9945935633106199,0.8115009665489197,0.0,
"Regulation 28 of MLR 2017 states it applies when a relevant person is required by another regulation to apply CDD measures — which regulation creates that trigger obligation, and in what circumstances does it require CDD to be applied?",cross_reference,sparse_only,baseline,14b,0.6,0.6760586072870071,0.7787185907363892,0.0,
"Regulation 28 of MLR 2017 states it applies when a relevant person is required by another regulation to apply CDD measures — which regulation creates that trigger obligation, and in what circumstances does it require CDD to be applied?",cross_reference,sparse_only,baseline,72b,0.6,0.6760586072870071,0.907997190952301,0.0,
"MLR 2017 regulation 29 specifies it applies 'in addition to' the measures in another regulation for credit and financial institutions — which base regulation, and what additional obligations does regulation 29 impose regarding insurance policy beneficiaries?",cross_reference,sparse_only,baseline,14b,1.0,0.8981023555604639,0.7871502637863159,0.0,
"MLR 2017 regulation 29 specifies it applies 'in addition to' the measures in another regulation for credit and financial institutions — which base regulation, and what additional obligations does regulation 29 impose regarding insurance policy beneficiaries?",cross_reference,sparse_only,baseline,72b,1.0,0.8981023555604639,0.961772084236145,0.0,
What must a credit institution apply under MLR 2017 regulation 34 in addition to the measures required by regulation 33 when establishing a correspondent relationship with a third-country institution?,cross_reference,sparse_only,baseline,14b,1.0,0.605549068967408,0.8365122079849243,0.0,
What must a credit institution apply under MLR 2017 regulation 34 in addition to the measures required by regulation 33 when establishing a correspondent relationship with a third-country institution?,cross_reference,sparse_only,baseline,72b,1.0,0.605549068967408,0.6949687600135803,0.0,
"Regulation 30 of MLR 2017 sets the timing rule for completing verification — to which specific regulations does it apply, and what is the default timing requirement it establishes?",cross_reference,sparse_only,baseline,14b,1.0,0.8345741781052561,0.8057027459144592,0.0,
"Regulation 30 of MLR 2017 sets the timing rule for completing verification — to which specific regulations does it apply, and what is the default timing requirement it establishes?",cross_reference,sparse_only,baseline,72b,1.0,0.8345741781052561,0.970889151096344,0.0,
"A person accused under section 327 of POCA 2002 may rely on an authorised disclosure as a defence — which section of POCA governs such disclosures, and what must the disclosure consist of?",cross_reference,sparse_only,baseline,14b,0.6666666666666666,0.9360747450586312,0.9407483339309692,0.0,
"A person accused under section 327 of POCA 2002 may rely on an authorised disclosure as a defence — which section of POCA governs such disclosures, and what must the disclosure consist of?",cross_reference,sparse_only,baseline,72b,0.6666666666666666,0.9360747450586312,0.8506923317909241,0.0,
"What authorised disclosure under POCA 2002 can prevent the section 328 arrangement offence from being committed, and which section sets out the requirements for that disclosure?",cross_reference,sparse_only,baseline,14b,0.25,0.9347492658213509,0.8211602568626404,0.0,
"What authorised disclosure under POCA 2002 can prevent the section 328 arrangement offence from being committed, and which section sets out the requirements for that disclosure?",cross_reference,sparse_only,baseline,72b,0.25,0.9347492658213509,0.7566041946411133,0.0,
Section 335 of POCA 2002 defines 'appropriate consent' as consent given in response to an authorised disclosure — what does section 338 require for that underlying disclosure to be authorised?,cross_reference,sparse_only,baseline,14b,0.8571428571428571,0.765586413400969,0.8455500602722168,0.0,
Section 335 of POCA 2002 defines 'appropriate consent' as consent given in response to an authorised disclosure — what does section 338 require for that underlying disclosure to be authorised?,cross_reference,sparse_only,baseline,72b,0.8571428571428571,0.765586413400969,0.8144506216049194,0.0,
"The section 327 offences in POCA 2002 apply to 'criminal property' — where in POCA is that term defined, and what two elements must be established to show that property qualifies as criminal?",cross_reference,sparse_only,baseline,14b,0.0,0.8870268690410129,0.9287858009338379,0.0,
"The section 327 offences in POCA 2002 apply to 'criminal property' — where in POCA is that term defined, and what two elements must be established to show that property qualifies as criminal?",cross_reference,sparse_only,baseline,72b,0.0,0.8870268690410129,0.9323619604110718,0.0,
"MLR 2017 regulation 3 defines 'money laundering' by reference to a specific POCA 2002 provision — which section, and what conduct does that provision describe as money laundering?",cross_reference,sparse_only,baseline,14b,0.0,0.8265217273514414,0.7358607649803162,0.0,
"MLR 2017 regulation 3 defines 'money laundering' by reference to a specific POCA 2002 provision — which section, and what conduct does that provision describe as money laundering?",cross_reference,sparse_only,baseline,72b,0.0,0.8265217273514414,0.8460438251495361,0.0,
"Regulation 27(1)(c) of MLR 2017 requires a relevant person to apply CDD where it suspects money laundering — how is money laundering defined for the purposes of the Regulations, and where is that definition found?",cross_reference,sparse_only,baseline,14b,0.0,0.7704453299474819,0.8978809118270874,0.0,
"Regulation 27(1)(c) of MLR 2017 requires a relevant person to apply CDD where it suspects money laundering — how is money laundering defined for the purposes of the Regulations, and where is that definition found?",cross_reference,sparse_only,baseline,72b,0.0,0.7704453299474819,0.9019607305526733,0.0,
The failure-to-disclose offence in POCA 2002 section 330 applies where a person knows or suspects another is engaged in money laundering — how is 'money laundering' defined in section 340 for this purpose?,cross_reference,sparse_only,baseline,14b,0.0,0.851019706938895,0.8108896613121033,0.0,
The failure-to-disclose offence in POCA 2002 section 330 applies where a person knows or suspects another is engaged in money laundering — how is 'money laundering' defined in section 340 for this purpose?,cross_reference,sparse_only,baseline,72b,0.0,0.851019706938895,0.7965521812438965,0.0,
"MLR 2017 regulation 44 requires trustees to maintain records containing information specified in another regulation — which regulation prescribes that information, and what categories of beneficial owner data are required?",cross_reference,sparse_only,baseline,14b,0.25,0.6937588263835058,0.7782737016677856,0.0,
"MLR 2017 regulation 44 requires trustees to maintain records containing information specified in another regulation — which regulation prescribes that information, and what categories of beneficial owner data are required?",cross_reference,sparse_only,baseline,72b,0.25,0.6937588263835058,0.7318050861358643,0.0,
"Section 332 of POCA 2002 creates a failure-to-disclose offence for persons nominated to receive disclosures under sections 337 or 338 — what are the conditions of that offence, and how does it differ from the section 330 offence?",cross_reference,sparse_only,baseline,14b,0.7142857142857143,0.8014884336375271,0.9047741889953613,0.0,
"Section 332 of POCA 2002 creates a failure-to-disclose offence for persons nominated to receive disclosures under sections 337 or 338 — what are the conditions of that offence, and how does it differ from the section 330 offence?",cross_reference,sparse_only,baseline,72b,0.7142857142857143,0.8014884336375271,0.9118722677230835,0.0,
"Under MLR 2017 regulation 4, at what point is an estate agent considered to have entered into a business relationship with a purchaser?",exact_anchor,dense_sparse,baseline,14b,0.0,0.8529308900440936,0.8463863134384155,0.0,
"Under MLR 2017 regulation 4, at what point is an estate agent considered to have entered into a business relationship with a purchaser?",exact_anchor,dense_sparse,baseline,72b,0.0,0.8529308900440936,0.9323290586471558,0.0,
"Under MLR 2017 regulation 27, in what circumstances is a relevant person required to apply customer due diligence measures?",exact_anchor,dense_sparse,baseline,14b,1.0,0.8422908464904393,0.8996723294258118,0.0,
"Under MLR 2017 regulation 27, in what circumstances is a relevant person required to apply customer due diligence measures?",exact_anchor,dense_sparse,baseline,72b,1.0,0.8422908464904393,0.9077268242835999,0.0,
"Under MLR 2017 regulation 29, when must a credit institution or financial institution identify the beneficiary of a long-term insurance policy?",exact_anchor,dense_sparse,baseline,14b,1.0,0.5945348916207421,0.6045021414756775,0.0,
"Under MLR 2017 regulation 29, when must a credit institution or financial institution identify the beneficiary of a long-term insurance policy?",exact_anchor,dense_sparse,baseline,72b,1.0,0.5945348916207421,0.5933746099472046,0.0,
What information must a credit institution gather about a third-country respondent institution under MLR 2017 regulation 34 before establishing a correspondent relationship?,exact_anchor,dense_sparse,baseline,14b,1.0,0.6471052094089621,0.7969863414764404,0.0,
What information must a credit institution gather about a third-country respondent institution under MLR 2017 regulation 34 before establishing a correspondent relationship?,exact_anchor,dense_sparse,baseline,72b,1.0,0.6471052094089621,0.7999082803726196,0.0,
What three conditions must all be satisfied for a person to commit the failure-to-disclose offence under section 330 of POCA 2002?,exact_anchor,dense_sparse,baseline,14b,0.6,0.789257536929254,0.8502355217933655,0.0,
What three conditions must all be satisfied for a person to commit the failure-to-disclose offence under section 330 of POCA 2002?,exact_anchor,dense_sparse,baseline,72b,0.6,0.789257536929254,0.8609714508056641,0.0,
"Under section 331 of POCA 2002, who specifically commits an offence by failing to disclose knowledge or suspicion of money laundering, and what are the conditions of that offence?",exact_anchor,dense_sparse,baseline,14b,0.7777777777777778,0.6428087748619343,0.9094783067703247,0.0,
"Under section 331 of POCA 2002, who specifically commits an offence by failing to disclose knowledge or suspicion of money laundering, and what are the conditions of that offence?",exact_anchor,dense_sparse,baseline,72b,0.7777777777777778,0.6428087748619343,0.9281266927719116,0.0,
"How does section 335 of POCA 2002 define 'appropriate consent', and when is a person treated as having received it in the absence of an explicit response?",exact_anchor,dense_sparse,baseline,14b,0.5,0.824749411063806,0.5581481456756592,0.0,
"How does section 335 of POCA 2002 define 'appropriate consent', and when is a person treated as having received it in the absence of an explicit response?",exact_anchor,dense_sparse,baseline,72b,0.5,0.824749411063806,0.6063917279243469,0.0,
"Under section 336 of POCA 2002, what conditions must be satisfied before a nominated officer may give appropriate consent to a prohibited act?",exact_anchor,dense_sparse,baseline,14b,1.0,0.5799650341572723,0.744483232498169,0.0,
"Under section 336 of POCA 2002, what conditions must be satisfied before a nominated officer may give appropriate consent to a prohibited act?",exact_anchor,dense_sparse,baseline,72b,1.0,0.5799650341572723,0.7193037271499634,0.0,
"Regulation 28 of MLR 2017 states it applies when a relevant person is required by another regulation to apply CDD measures — which regulation creates that trigger obligation, and in what circumstances does it require CDD to be applied?",cross_reference,dense_sparse,baseline,14b,0.125,0.7815801177739093,0.7961313724517822,0.0,
"Regulation 28 of MLR 2017 states it applies when a relevant person is required by another regulation to apply CDD measures — which regulation creates that trigger obligation, and in what circumstances does it require CDD to be applied?",cross_reference,dense_sparse,baseline,72b,0.125,0.7815801177739093,0.8867863416671753,0.0,
"MLR 2017 regulation 29 specifies it applies 'in addition to' the measures in another regulation for credit and financial institutions — which base regulation, and what additional obligations does regulation 29 impose regarding insurance policy beneficiaries?",cross_reference,dense_sparse,baseline,14b,1.0,0.8811775961797984,0.7586290240287781,0.0,
"MLR 2017 regulation 29 specifies it applies 'in addition to' the measures in another regulation for credit and financial institutions — which base regulation, and what additional obligations does regulation 29 impose regarding insurance policy beneficiaries?",cross_reference,dense_sparse,baseline,72b,1.0,0.8811775961797984,0.9553309679031372,0.0,
What must a credit institution apply under MLR 2017 regulation 34 in addition to the measures required by regulation 33 when establishing a correspondent relationship with a third-country institution?,cross_reference,dense_sparse,baseline,14b,1.0,0.6468427702523774,0.9371250867843628,0.0,
What must a credit institution apply under MLR 2017 regulation 34 in addition to the measures required by regulation 33 when establishing a correspondent relationship with a third-country institution?,cross_reference,dense_sparse,baseline,72b,1.0,0.6468427702523774,0.8244144916534424,0.0,
"Regulation 30 of MLR 2017 sets the timing rule for completing verification — to which specific regulations does it apply, and what is the default timing requirement it establishes?",cross_reference,dense_sparse,baseline,14b,0.8,0.832490625348976,0.8002603650093079,0.0,
"Regulation 30 of MLR 2017 sets the timing rule for completing verification — to which specific regulations does it apply, and what is the default timing requirement it establishes?",cross_reference,dense_sparse,baseline,72b,0.8,0.832490625348976,0.9271615147590637,0.0,
"A person accused under section 327 of POCA 2002 may rely on an authorised disclosure as a defence — which section of POCA governs such disclosures, and what must the disclosure consist of?",cross_reference,dense_sparse,baseline,14b,0.3333333333333333,0.8428879352582174,0.9128612279891968,0.0,
"A person accused under section 327 of POCA 2002 may rely on an authorised disclosure as a defence — which section of POCA governs such disclosures, and what must the disclosure consist of?",cross_reference,dense_sparse,baseline,72b,0.3333333333333333,0.8428879352582174,0.817951500415802,0.0,
"What authorised disclosure under POCA 2002 can prevent the section 328 arrangement offence from being committed, and which section sets out the requirements for that disclosure?",cross_reference,dense_sparse,baseline,14b,0.0,0.9556596447631108,0.8433226346969604,0.0,
"What authorised disclosure under POCA 2002 can prevent the section 328 arrangement offence from being committed, and which section sets out the requirements for that disclosure?",cross_reference,dense_sparse,baseline,72b,0.0,0.9556596447631108,0.7985289096832275,0.0,
Section 335 of POCA 2002 defines 'appropriate consent' as consent given in response to an authorised disclosure — what does section 338 require for that underlying disclosure to be authorised?,cross_reference,dense_sparse,baseline,14b,0.0,0.7320267352840344,0.6844563484191895,0.0,
Section 335 of POCA 2002 defines 'appropriate consent' as consent given in response to an authorised disclosure — what does section 338 require for that underlying disclosure to be authorised?,cross_reference,dense_sparse,baseline,72b,0.0,0.7320267352840344,0.8108806610107422,0.0,
"The section 327 offences in POCA 2002 apply to 'criminal property' — where in POCA is that term defined, and what two elements must be established to show that property qualifies as criminal?",cross_reference,dense_sparse,baseline,14b,0.0,0.8933773953804679,0.9262263774871826,0.0,
"The section 327 offences in POCA 2002 apply to 'criminal property' — where in POCA is that term defined, and what two elements must be established to show that property qualifies as criminal?",cross_reference,dense_sparse,baseline,72b,0.0,0.8933773953804679,0.9289178848266602,0.0,
"MLR 2017 regulation 3 defines 'money laundering' by reference to a specific POCA 2002 provision — which section, and what conduct does that provision describe as money laundering?",cross_reference,dense_sparse,baseline,14b,0.5,0.8318109369659994,0.7994222044944763,0.0,
"MLR 2017 regulation 3 defines 'money laundering' by reference to a specific POCA 2002 provision — which section, and what conduct does that provision describe as money laundering?",cross_reference,dense_sparse,baseline,72b,0.5,0.8318109369659994,0.8941391706466675,0.0,
"Regulation 27(1)(c) of MLR 2017 requires a relevant person to apply CDD where it suspects money laundering — how is money laundering defined for the purposes of the Regulations, and where is that definition found?",cross_reference,dense_sparse,baseline,14b,0.0,0.7512330309622014,0.8924200534820557,0.0,
"Regulation 27(1)(c) of MLR 2017 requires a relevant person to apply CDD where it suspects money laundering — how is money laundering defined for the purposes of the Regulations, and where is that definition found?",cross_reference,dense_sparse,baseline,72b,0.0,0.7512330309622014,0.8990397453308105,0.0,
The failure-to-disclose offence in POCA 2002 section 330 applies where a person knows or suspects another is engaged in money laundering — how is 'money laundering' defined in section 340 for this purpose?,cross_reference,dense_sparse,baseline,14b,0.0,0.8524600062022575,0.8257372379302979,0.0,
The failure-to-disclose offence in POCA 2002 section 330 applies where a person knows or suspects another is engaged in money laundering — how is 'money laundering' defined in section 340 for this purpose?,cross_reference,dense_sparse,baseline,72b,0.0,0.8524600062022575,0.8222101926803589,0.0,
"MLR 2017 regulation 44 requires trustees to maintain records containing information specified in another regulation — which regulation prescribes that information, and what categories of beneficial owner data are required?",cross_reference,dense_sparse,baseline,14b,1.0,0.7580495373785591,0.8122406005859375,0.0,
"MLR 2017 regulation 44 requires trustees to maintain records containing information specified in another regulation — which regulation prescribes that information, and what categories of beneficial owner data are required?",cross_reference,dense_sparse,baseline,72b,1.0,0.7580495373785591,0.7106666564941406,0.0,
"Section 332 of POCA 2002 creates a failure-to-disclose offence for persons nominated to receive disclosures under sections 337 or 338 — what are the conditions of that offence, and how does it differ from the section 330 offence?",cross_reference,dense_sparse,baseline,14b,0.42857142857142855,0.9494414618796775,0.8867571353912354,0.0,
"Section 332 of POCA 2002 creates a failure-to-disclose offence for persons nominated to receive disclosures under sections 337 or 338 — what are the conditions of that offence, and how does it differ from the section 330 offence?",cross_reference,dense_sparse,baseline,72b,0.42857142857142855,0.9494414618796775,0.9309588670730591,0.0,
"Under MLR 2017 regulation 4, at what point is an estate agent considered to have entered into a business relationship with a purchaser?",exact_anchor,hybrid,baseline,14b,0.0,0.7820201714032268,0.7594391703605652,0.0,
"Under MLR 2017 regulation 4, at what point is an estate agent considered to have entered into a business relationship with a purchaser?",exact_anchor,hybrid,baseline,72b,0.0,0.7820201714032268,0.7946906089782715,0.0,
"Under MLR 2017 regulation 27, in what circumstances is a relevant person required to apply customer due diligence measures?",exact_anchor,hybrid,baseline,14b,1.0,0.8422908464904393,0.8253966569900513,0.0,
"Under MLR 2017 regulation 27, in what circumstances is a relevant person required to apply customer due diligence measures?",exact_anchor,hybrid,baseline,72b,1.0,0.8422908464904393,0.8604763746261597,0.0,
"Under MLR 2017 regulation 29, when must a credit institution or financial institution identify the beneficiary of a long-term insurance policy?",exact_anchor,hybrid,baseline,14b,0.0,0.6488439207867239,0.6045021414756775,0.0,
"Under MLR 2017 regulation 29, when must a credit institution or financial institution identify the beneficiary of a long-term insurance policy?",exact_anchor,hybrid,baseline,72b,0.0,0.6488439207867239,0.5933746099472046,0.0,
