query,query_type,config,variant,reference_model,faithfulness,answer_relevancy,similarity,llm_grade,reasoning_effort
Section 335 of POCA 2002 defines 'appropriate consent' as consent given in response to an authorised disclosure — what does section 338 require for that underlying disclosure to be authorised?,cross_reference,hybrid,baseline,14b,0.8333333333333334,0.7515058451294875,0.7841368913650513,0.0,
Section 335 of POCA 2002 defines 'appropriate consent' as consent given in response to an authorised disclosure — what does section 338 require for that underlying disclosure to be authorised?,cross_reference,hybrid,baseline,72b,0.8333333333333334,0.7515058451294875,0.8755488991737366,0.0,
"The section 327 offences in POCA 2002 apply to 'criminal property' — where in POCA is that term defined, and what two elements must be established to show that property qualifies as criminal?",cross_reference,hybrid,baseline,14b,0.0,0.891430564435432,0.9364255666732788,0.0,
"The section 327 offences in POCA 2002 apply to 'criminal property' — where in POCA is that term defined, and what two elements must be established to show that property qualifies as criminal?",cross_reference,hybrid,baseline,72b,0.0,0.891430564435432,0.9352720975875854,0.0,
"MLR 2017 regulation 3 defines 'money laundering' by reference to a specific POCA 2002 provision — which section, and what conduct does that provision describe as money laundering?",cross_reference,hybrid,baseline,14b,0.0,0.829705437057962,0.7586682438850403,0.0,
"MLR 2017 regulation 3 defines 'money laundering' by reference to a specific POCA 2002 provision — which section, and what conduct does that provision describe as money laundering?",cross_reference,hybrid,baseline,72b,0.0,0.829705437057962,0.8668235540390015,0.0,
"Regulation 27(1)(c) of MLR 2017 requires a relevant person to apply CDD where it suspects money laundering — how is money laundering defined for the purposes of the Regulations, and where is that definition found?",cross_reference,hybrid,baseline,14b,0.3333333333333333,0.7633941032050314,0.8730618953704834,0.0,
"Regulation 27(1)(c) of MLR 2017 requires a relevant person to apply CDD where it suspects money laundering — how is money laundering defined for the purposes of the Regulations, and where is that definition found?",cross_reference,hybrid,baseline,72b,0.3333333333333333,0.7633941032050314,0.8868918418884277,0.0,
The failure-to-disclose offence in POCA 2002 section 330 applies where a person knows or suspects another is engaged in money laundering — how is 'money laundering' defined in section 340 for this purpose?,cross_reference,hybrid,baseline,14b,0.0,0.8488170174293832,0.8319814205169678,0.0,
The failure-to-disclose offence in POCA 2002 section 330 applies where a person knows or suspects another is engaged in money laundering — how is 'money laundering' defined in section 340 for this purpose?,cross_reference,hybrid,baseline,72b,0.0,0.8488170174293832,0.8197398781776428,0.0,
"MLR 2017 regulation 44 requires trustees to maintain records containing information specified in another regulation — which regulation prescribes that information, and what categories of beneficial owner data are required?",cross_reference,hybrid,baseline,14b,1.0,0.7181996571089074,0.8201586008071899,0.0,
"MLR 2017 regulation 44 requires trustees to maintain records containing information specified in another regulation — which regulation prescribes that information, and what categories of beneficial owner data are required?",cross_reference,hybrid,baseline,72b,1.0,0.7181996571089074,0.7226016521453857,0.0,
"Section 332 of POCA 2002 creates a failure-to-disclose offence for persons nominated to receive disclosures under sections 337 or 338 — what are the conditions of that offence, and how does it differ from the section 330 offence?",cross_reference,hybrid,baseline,14b,0.14285714285714285,0.7255999460455342,0.8877573013305664,0.0,
"Section 332 of POCA 2002 creates a failure-to-disclose offence for persons nominated to receive disclosures under sections 337 or 338 — what are the conditions of that offence, and how does it differ from the section 330 offence?",cross_reference,hybrid,baseline,72b,0.14285714285714285,0.7255999460455342,0.8828985691070557,0.0,
"A person accused under section 327 of POCA 2002 may rely on an authorised disclosure as a defence — which section of POCA governs such disclosures, and what must the disclosure consist of?",cross_reference,hybrid,p2_structured_prompting,14b,0.6666666666666666,0.9369749569688346,0.8708851698317011,0.0,
"How does section 335 of POCA 2002 define 'appropriate consent', and when is a person treated as having received it in the absence of an explicit response?",exact_anchor,hybrid,p2_structured_prompting,14b,0.5,0.6173027965275875,0.47469789428816994,0.0,
"MLR 2017 regulation 29 specifies it applies 'in addition to' the measures in another regulation for credit and financial institutions — which base regulation, and what additional obligations does regulation 29 impose regarding insurance policy beneficiaries?",cross_reference,hybrid,p2_structured_prompting,14b,1.0,0.8912472686057842,0.7964608267509481,0.0,
"MLR 2017 regulation 3 defines 'money laundering' by reference to a specific POCA 2002 provision — which section, and what conduct does that provision describe as money laundering?",cross_reference,hybrid,p2_structured_prompting,14b,0.0,0.8616129392731896,0.7439905023330866,0.0,
"MLR 2017 regulation 44 requires trustees to maintain records containing information specified in another regulation — which regulation prescribes that information, and what categories of beneficial owner data are required?",cross_reference,hybrid,p2_structured_prompting,14b,1.0,0.6808022170409352,0.7715030068014539,0.0,
"Regulation 27(1)(c) of MLR 2017 requires a relevant person to apply CDD where it suspects money laundering — how is money laundering defined for the purposes of the Regulations, and where is that definition found?",cross_reference,hybrid,p2_structured_prompting,14b,0.0,0.7391079942790565,0.861831503156246,0.0,
"Regulation 28 of MLR 2017 states it applies when a relevant person is required by another regulation to apply CDD measures — which regulation creates that trigger obligation, and in what circumstances does it require CDD to be applied?",cross_reference,hybrid,p2_structured_prompting,14b,0.7142857142857143,0.6432238911297622,0.7669899226129712,0.0,
"Regulation 30 of MLR 2017 sets the timing rule for completing verification — to which specific regulations does it apply, and what is the default timing requirement it establishes?",cross_reference,hybrid,p2_structured_prompting,14b,1.0,0.8345741781052561,0.8236881303334092,0.0,
"Section 332 of POCA 2002 creates a failure-to-disclose offence for persons nominated to receive disclosures under sections 337 or 338 — what are the conditions of that offence, and how does it differ from the section 330 offence?",cross_reference,hybrid,p2_structured_prompting,14b,0.1111111111111111,0.6234740482002491,0.8389861839435178,0.0,
Section 335 of POCA 2002 defines 'appropriate consent' as consent given in response to an authorised disclosure — what does section 338 require for that underlying disclosure to be authorised?,cross_reference,hybrid,p2_structured_prompting,14b,0.6666666666666666,0.6587767319473858,0.7706570361864267,0.0,
The failure-to-disclose offence in POCA 2002 section 330 applies where a person knows or suspects another is engaged in money laundering — how is 'money laundering' defined in section 340 for this purpose?,cross_reference,hybrid,p2_structured_prompting,14b,0.0,0.8512575670389494,0.8332153923062107,0.0,
"The section 327 offences in POCA 2002 apply to 'criminal property' — where in POCA is that term defined, and what two elements must be established to show that property qualifies as criminal?",cross_reference,hybrid,p2_structured_prompting,14b,0.0,0.8204831759533837,0.8242364320297065,0.0,
"Under MLR 2017 regulation 27, in what circumstances is a relevant person required to apply customer due diligence measures?",exact_anchor,hybrid,p2_structured_prompting,14b,1.0,0.8422908464904393,0.7628868638708425,0.0,
"Under MLR 2017 regulation 29, when must a credit institution or financial institution identify the beneficiary of a long-term insurance policy?",exact_anchor,hybrid,p2_structured_prompting,14b,1.0,0.6316056455598148,0.7304160500071817,0.0,
"Under MLR 2017 regulation 4, at what point is an estate agent considered to have entered into a business relationship with a purchaser?",exact_anchor,hybrid,p2_structured_prompting,14b,0.0,0.7285410892499832,0.7616671373927154,0.0,
"Under section 331 of POCA 2002, who specifically commits an offence by failing to disclose knowledge or suspicion of money laundering, and what are the conditions of that offence?",exact_anchor,hybrid,p2_structured_prompting,14b,1.0,0.5940867052197977,0.9095878515501393,0.0,
"Under section 336 of POCA 2002, what conditions must be satisfied before a nominated officer may give appropriate consent to a prohibited act?",exact_anchor,hybrid,p2_structured_prompting,14b,0.8571428571428571,0.8176894305819982,0.7864528631893521,0.0,
"What authorised disclosure under POCA 2002 can prevent the section 328 arrangement offence from being committed, and which section sets out the requirements for that disclosure?",cross_reference,hybrid,p2_structured_prompting,14b,0.3333333333333333,0.9233489713498283,0.8157707398509777,0.0,
What information must a credit institution gather about a third-country respondent institution under MLR 2017 regulation 34 before establishing a correspondent relationship?,exact_anchor,hybrid,p2_structured_prompting,14b,0.3333333333333333,0.6277427189354977,0.8177038190486388,0.0,
What must a credit institution apply under MLR 2017 regulation 34 in addition to the measures required by regulation 33 when establishing a correspondent relationship with a third-country institution?,cross_reference,hybrid,p2_structured_prompting,14b,1.0,0.638596798581305,0.931630075065252,0.0,
What three conditions must all be satisfied for a person to commit the failure-to-disclose offence under section 330 of POCA 2002?,exact_anchor,hybrid,p2_structured_prompting,14b,0.7777777777777778,0.5256917235882678,0.7300562620857933,0.0,
"A person accused under section 327 of POCA 2002 may rely on an authorised disclosure as a defence — which section of POCA governs such disclosures, and what must the disclosure consist of?",cross_reference,hybrid,p2_structured_prompting,72b,0.6666666666666666,0.9369749569688346,0.788577492222853,0.0,
"How does section 335 of POCA 2002 define 'appropriate consent', and when is a person treated as having received it in the absence of an explicit response?",exact_anchor,hybrid,p2_structured_prompting,72b,0.5,0.6173027965275875,0.4337436086511022,0.0,
"MLR 2017 regulation 29 specifies it applies 'in addition to' the measures in another regulation for credit and financial institutions — which base regulation, and what additional obligations does regulation 29 impose regarding insurance policy beneficiaries?",cross_reference,hybrid,p2_structured_prompting,72b,1.0,0.8912472686057842,0.884317049902934,0.0,
"MLR 2017 regulation 3 defines 'money laundering' by reference to a specific POCA 2002 provision — which section, and what conduct does that provision describe as money laundering?",cross_reference,hybrid,p2_structured_prompting,72b,0.0,0.8616129392731896,0.8440307822335602,0.0,
"MLR 2017 regulation 44 requires trustees to maintain records containing information specified in another regulation — which regulation prescribes that information, and what categories of beneficial owner data are required?",cross_reference,hybrid,p2_structured_prompting,72b,1.0,0.6808022170409352,0.6832501422022217,0.0,
"Regulation 27(1)(c) of MLR 2017 requires a relevant person to apply CDD where it suspects money laundering — how is money laundering defined for the purposes of the Regulations, and where is that definition found?",cross_reference,hybrid,p2_structured_prompting,72b,0.0,0.7391079942790565,0.876077054513763,0.0,
"Regulation 28 of MLR 2017 states it applies when a relevant person is required by another regulation to apply CDD measures — which regulation creates that trigger obligation, and in what circumstances does it require CDD to be applied?",cross_reference,hybrid,p2_structured_prompting,72b,0.7142857142857143,0.6432238911297622,0.8372143199270733,0.0,
"Regulation 30 of MLR 2017 sets the timing rule for completing verification — to which specific regulations does it apply, and what is the default timing requirement it establishes?",cross_reference,hybrid,p2_structured_prompting,72b,1.0,0.8345741781052561,0.9351137011643048,0.0,
"Section 332 of POCA 2002 creates a failure-to-disclose offence for persons nominated to receive disclosures under sections 337 or 338 — what are the conditions of that offence, and how does it differ from the section 330 offence?",cross_reference,hybrid,p2_structured_prompting,72b,0.1111111111111111,0.6234740482002491,0.7775024059539497,0.0,
Section 335 of POCA 2002 defines 'appropriate consent' as consent given in response to an authorised disclosure — what does section 338 require for that underlying disclosure to be authorised?,cross_reference,hybrid,p2_structured_prompting,72b,0.6666666666666666,0.6587767319473858,0.839259450214054,0.0,
The failure-to-disclose offence in POCA 2002 section 330 applies where a person knows or suspects another is engaged in money laundering — how is 'money laundering' defined in section 340 for this purpose?,cross_reference,hybrid,p2_structured_prompting,72b,0.0,0.8512575670389494,0.8238562151255949,0.0,
"The section 327 offences in POCA 2002 apply to 'criminal property' — where in POCA is that term defined, and what two elements must be established to show that property qualifies as criminal?",cross_reference,hybrid,p2_structured_prompting,72b,0.0,0.8204831759533837,0.8201545318150149,0.0,
"Under MLR 2017 regulation 27, in what circumstances is a relevant person required to apply customer due diligence measures?",exact_anchor,hybrid,p2_structured_prompting,72b,1.0,0.8422908464904393,0.7961401871744638,0.0,
"Under MLR 2017 regulation 29, when must a credit institution or financial institution identify the beneficiary of a long-term insurance policy?",exact_anchor,hybrid,p2_structured_prompting,72b,1.0,0.6316056455598148,0.7850681238682741,1.0,
"Under MLR 2017 regulation 4, at what point is an estate agent considered to have entered into a business relationship with a purchaser?",exact_anchor,hybrid,p2_structured_prompting,72b,0.0,0.7285410892499832,0.8538447632247573,0.0,
"Under section 331 of POCA 2002, who specifically commits an offence by failing to disclose knowledge or suspicion of money laundering, and what are the conditions of that offence?",exact_anchor,hybrid,p2_structured_prompting,72b,1.0,0.5940867052197977,0.9266690929989624,0.0,
"Under section 336 of POCA 2002, what conditions must be satisfied before a nominated officer may give appropriate consent to a prohibited act?",exact_anchor,hybrid,p2_structured_prompting,72b,0.8571428571428571,0.8176894305819982,0.7738164713845808,0.0,
"What authorised disclosure under POCA 2002 can prevent the section 328 arrangement offence from being committed, and which section sets out the requirements for that disclosure?",cross_reference,hybrid,p2_structured_prompting,72b,0.3333333333333333,0.9233489713498283,0.766040727064906,0.0,
What information must a credit institution gather about a third-country respondent institution under MLR 2017 regulation 34 before establishing a correspondent relationship?,exact_anchor,hybrid,p2_structured_prompting,72b,0.3333333333333333,0.6277427189354977,0.8162126401549624,0.0,
What must a credit institution apply under MLR 2017 regulation 34 in addition to the measures required by regulation 33 when establishing a correspondent relationship with a third-country institution?,cross_reference,hybrid,p2_structured_prompting,72b,1.0,0.638596798581305,0.8372051551055387,0.0,
What three conditions must all be satisfied for a person to commit the failure-to-disclose offence under section 330 of POCA 2002?,exact_anchor,hybrid,p2_structured_prompting,72b,0.7777777777777778,0.5256917235882678,0.7302751628028296,0.0,
"A person accused under section 327 of POCA 2002 may rely on an authorised disclosure as a defence — which section of POCA governs such disclosures, and what must the disclosure consist of?",cross_reference,hybrid,p2_two_step_extraction,14b,0.0,0.8566011869097315,0.7322149331664869,0.0,
"How does section 335 of POCA 2002 define 'appropriate consent', and when is a person treated as having received it in the absence of an explicit response?",exact_anchor,hybrid,p2_two_step_extraction,14b,0.6,0.6504865366971598,0.5765713308357361,0.0,
"MLR 2017 regulation 29 specifies it applies 'in addition to' the measures in another regulation for credit and financial institutions — which base regulation, and what additional obligations does regulation 29 impose regarding insurance policy beneficiaries?",cross_reference,hybrid,p2_two_step_extraction,14b,1.0,0.8818637934007832,0.7988891512197847,0.0,
"MLR 2017 regulation 3 defines 'money laundering' by reference to a specific POCA 2002 provision — which section, and what conduct does that provision describe as money laundering?",cross_reference,hybrid,p2_two_step_extraction,14b,0.0,0.8603280850832707,0.7701069527588824,0.0,
"MLR 2017 regulation 44 requires trustees to maintain records containing information specified in another regulation — which regulation prescribes that information, and what categories of beneficial owner data are required?",cross_reference,hybrid,p2_two_step_extraction,14b,0.6666666666666666,0.681748500592177,0.8449314202289696,0.0,
"Regulation 27(1)(c) of MLR 2017 requires a relevant person to apply CDD where it suspects money laundering — how is money laundering defined for the purposes of the Regulations, and where is that definition found?",cross_reference,hybrid,p2_two_step_extraction,14b,0.0,0.7596485373668722,0.8463346551816484,0.0,
"Regulation 28 of MLR 2017 states it applies when a relevant person is required by another regulation to apply CDD measures — which regulation creates that trigger obligation, and in what circumstances does it require CDD to be applied?",cross_reference,hybrid,p2_two_step_extraction,14b,0.0,0.6368990644052989,0.6323280806467585,0.0,
"Regulation 30 of MLR 2017 sets the timing rule for completing verification — to which specific regulations does it apply, and what is the default timing requirement it establishes?",cross_reference,hybrid,p2_two_step_extraction,14b,0.6666666666666666,0.8667641438707884,0.7883893735870142,0.0,
"Section 332 of POCA 2002 creates a failure-to-disclose offence for persons nominated to receive disclosures under sections 337 or 338 — what are the conditions of that offence, and how does it differ from the section 330 offence?",cross_reference,hybrid,p2_two_step_extraction,14b,0.3333333333333333,0.5735250008834063,0.7465682119292952,0.0,
Section 335 of POCA 2002 defines 'appropriate consent' as consent given in response to an authorised disclosure — what does section 338 require for that underlying disclosure to be authorised?,cross_reference,hybrid,p2_two_step_extraction,14b,1.0,0.40857929349976424,0.742398755088863,0.0,
The failure-to-disclose offence in POCA 2002 section 330 applies where a person knows or suspects another is engaged in money laundering — how is 'money laundering' defined in section 340 for this purpose?,cross_reference,hybrid,p2_two_step_extraction,14b,0.5,0.8481207825440092,0.8558217924818484,0.0,
"The section 327 offences in POCA 2002 apply to 'criminal property' — where in POCA is that term defined, and what two elements must be established to show that property qualifies as criminal?",cross_reference,hybrid,p2_two_step_extraction,14b,0.16666666666666666,0.8608098033382591,0.9485855446950596,0.0,
"Under MLR 2017 regulation 27, in what circumstances is a relevant person required to apply customer due diligence measures?",exact_anchor,hybrid,p2_two_step_extraction,14b,1.0,0.877935369279092,0.8610618626534808,0.0,
"Under MLR 2017 regulation 29, when must a credit institution or financial institution identify the beneficiary of a long-term insurance policy?",exact_anchor,hybrid,p2_two_step_extraction,14b,1.0,0.5732639448954702,0.6853052254128247,0.0,
"Under MLR 2017 regulation 4, at what point is an estate agent considered to have entered into a business relationship with a purchaser?",exact_anchor,hybrid,p2_two_step_extraction,14b,0.2,0.8529308900440936,0.8077436470046697,0.0,
"Under section 331 of POCA 2002, who specifically commits an offence by failing to disclose knowledge or suspicion of money laundering, and what are the conditions of that offence?",exact_anchor,hybrid,p2_two_step_extraction,14b,0.5,0.7716816459640227,0.9513558777760676,0.0,
"Under section 336 of POCA 2002, what conditions must be satisfied before a nominated officer may give appropriate consent to a prohibited act?",exact_anchor,hybrid,p2_two_step_extraction,14b,1.0,0.787083754674245,0.8028062881565021,0.0,
"What authorised disclosure under POCA 2002 can prevent the section 328 arrangement offence from being committed, and which section sets out the requirements for that disclosure?",cross_reference,hybrid,p2_two_step_extraction,14b,0.0,0.9655117447388234,0.838808856152112,0.0,
What information must a credit institution gather about a third-country respondent institution under MLR 2017 regulation 34 before establishing a correspondent relationship?,exact_anchor,hybrid,p2_two_step_extraction,14b,1.0,0.45125031814833666,0.7736216629961842,0.0,
What must a credit institution apply under MLR 2017 regulation 34 in addition to the measures required by regulation 33 when establishing a correspondent relationship with a third-country institution?,cross_reference,hybrid,p2_two_step_extraction,14b,0.5,0.2384056289876313,0.45588075137141515,0.0,
What three conditions must all be satisfied for a person to commit the failure-to-disclose offence under section 330 of POCA 2002?,exact_anchor,hybrid,p2_two_step_extraction,14b,0.4,0.43781147259965714,0.6453939851422952,0.0,
"A person accused under section 327 of POCA 2002 may rely on an authorised disclosure as a defence — which section of POCA governs such disclosures, and what must the disclosure consist of?",cross_reference,hybrid,p2_two_step_extraction,72b,0.0,0.8566011869097315,0.7893165755648455,0.0,
"How does section 335 of POCA 2002 define 'appropriate consent', and when is a person treated as having received it in the absence of an explicit response?",exact_anchor,hybrid,p2_two_step_extraction,72b,0.6,0.6504865366971598,0.679582388251591,0.0,
"MLR 2017 regulation 29 specifies it applies 'in addition to' the measures in another regulation for credit and financial institutions — which base regulation, and what additional obligations does regulation 29 impose regarding insurance policy beneficiaries?",cross_reference,hybrid,p2_two_step_extraction,72b,1.0,0.8818637934007832,0.9289176819708032,0.0,
"MLR 2017 regulation 3 defines 'money laundering' by reference to a specific POCA 2002 provision — which section, and what conduct does that provision describe as money laundering?",cross_reference,hybrid,p2_two_step_extraction,72b,0.0,0.8603280850832707,0.8508299615411311,0.0,
"MLR 2017 regulation 44 requires trustees to maintain records containing information specified in another regulation — which regulation prescribes that information, and what categories of beneficial owner data are required?",cross_reference,hybrid,p2_two_step_extraction,72b,0.6666666666666666,0.681748500592177,0.7894042048569405,0.0,
"Regulation 27(1)(c) of MLR 2017 requires a relevant person to apply CDD where it suspects money laundering — how is money laundering defined for the purposes of the Regulations, and where is that definition found?",cross_reference,hybrid,p2_two_step_extraction,72b,0.0,0.7596485373668722,0.8366908304197636,0.0,
"Regulation 28 of MLR 2017 states it applies when a relevant person is required by another regulation to apply CDD measures — which regulation creates that trigger obligation, and in what circumstances does it require CDD to be applied?",cross_reference,hybrid,p2_two_step_extraction,72b,0.0,0.6368990644052989,0.6961030602319702,0.0,
"Regulation 30 of MLR 2017 sets the timing rule for completing verification — to which specific regulations does it apply, and what is the default timing requirement it establishes?",cross_reference,hybrid,p2_two_step_extraction,72b,0.6666666666666666,0.8667641438707884,0.9150578235584726,0.0,
"Section 332 of POCA 2002 creates a failure-to-disclose offence for persons nominated to receive disclosures under sections 337 or 338 — what are the conditions of that offence, and how does it differ from the section 330 offence?",cross_reference,hybrid,p2_two_step_extraction,72b,0.3333333333333333,0.5735250008834063,0.8102937708987168,0.0,
Section 335 of POCA 2002 defines 'appropriate consent' as consent given in response to an authorised disclosure — what does section 338 require for that underlying disclosure to be authorised?,cross_reference,hybrid,p2_two_step_extraction,72b,1.0,0.40857929349976424,0.7934509894981978,0.0,
The failure-to-disclose offence in POCA 2002 section 330 applies where a person knows or suspects another is engaged in money laundering — how is 'money laundering' defined in section 340 for this purpose?,cross_reference,hybrid,p2_two_step_extraction,72b,0.5,0.8481207825440092,0.825879104685799,0.0,
"The section 327 offences in POCA 2002 apply to 'criminal property' — where in POCA is that term defined, and what two elements must be established to show that property qualifies as criminal?",cross_reference,hybrid,p2_two_step_extraction,72b,0.16666666666666666,0.8608098033382591,0.95866104348726,0.0,
"Under MLR 2017 regulation 27, in what circumstances is a relevant person required to apply customer due diligence measures?",exact_anchor,hybrid,p2_two_step_extraction,72b,1.0,0.877935369279092,0.8763569339364164,0.0,
"Under MLR 2017 regulation 29, when must a credit institution or financial institution identify the beneficiary of a long-term insurance policy?",exact_anchor,hybrid,p2_two_step_extraction,72b,1.0,0.5732639448954702,0.7281375098460361,0.0,
"Under MLR 2017 regulation 4, at what point is an estate agent considered to have entered into a business relationship with a purchaser?",exact_anchor,hybrid,p2_two_step_extraction,72b,0.2,0.8529308900440936,0.8849761194462209,0.0,
"Under section 331 of POCA 2002, who specifically commits an offence by failing to disclose knowledge or suspicion of money laundering, and what are the conditions of that offence?",exact_anchor,hybrid,p2_two_step_extraction,72b,0.5,0.7716816459640227,0.9617939166438361,0.0,
"Under section 336 of POCA 2002, what conditions must be satisfied before a nominated officer may give appropriate consent to a prohibited act?",exact_anchor,hybrid,p2_two_step_extraction,72b,1.0,0.787083754674245,0.803009208485163,0.0,
"What authorised disclosure under POCA 2002 can prevent the section 328 arrangement offence from being committed, and which section sets out the requirements for that disclosure?",cross_reference,hybrid,p2_two_step_extraction,72b,0.0,0.9655117447388234,0.7769794826904243,0.0,
What information must a credit institution gather about a third-country respondent institution under MLR 2017 regulation 34 before establishing a correspondent relationship?,exact_anchor,hybrid,p2_two_step_extraction,72b,1.0,0.45125031814833666,0.78374275317399,0.0,
What must a credit institution apply under MLR 2017 regulation 34 in addition to the measures required by regulation 33 when establishing a correspondent relationship with a third-country institution?,cross_reference,hybrid,p2_two_step_extraction,72b,0.5,0.2384056289876313,0.3361889870980779,0.0,
What three conditions must all be satisfied for a person to commit the failure-to-disclose offence under section 330 of POCA 2002?,exact_anchor,hybrid,p2_two_step_extraction,72b,0.4,0.43781147259965714,0.6420959978908027,0.0,
